method,alpha,N,trial,time_ms,comparisons
Brown and Tarjan's,1,8192,20,1.5389,32055
Brown and Tarjan's,1,16384,1,3.1159,64093
Brown and Tarjan's,1,16384,2,3.1162,63999
Brown and Tarjan's,1,16384,3,3.3276,64156
Brown and Tarjan's,1,16384,4,3.3056,63993
Brown and Tarjan's,1,16384,5,4.1471,64270
Brown and Tarjan's,1,16384,6,3.3028,64155
Brown and Tarjan's,1,16384,7,3.0972,64111
Brown and Tarjan's,1,16384,8,4.3437,64019
Brown and Tarjan's,1,16384,9,3.2573,63998
Brown and Tarjan's,1,16384,10,3.5274,64171
Brown and Tarjan's,1,16384,11,3.1055,64082
Brown and Tarjan's,1,16384,12,3.1448,64129
Brown and Tarjan's,1,16384,13,3.0862,64068
Brown and Tarjan's,1,16384,14,3.1473,63978
Brown and Tarjan's,1,16384,15,3.8738,64069
Brown and Tarjan's,1,16384,16,3.2023,64155
Brown and Tarjan's,1,16384,17,3.1835,64062
Brown and Tarjan's,1,16384,18,3.0929,64062
Brown and Tarjan's,1,16384,19,5.5178,64062
Brown and Tarjan's,1,16384,20,4.093,64157
Brown and Tarjan's,1,32768,1,7.8368,128249
Brown and Tarjan's,1,32768,2,7.0877,128175
Brown and Tarjan's,1,32768,3,6.7519,128158
Brown and Tarjan's,1,32768,4,6.7469,128042
Brown and Tarjan's,1,32768,5,8.937,128301
Brown and Tarjan's,1,32768,6,7.2261,128370
Brown and Tarjan's,1,32768,7,6.8404,128183
Brown and Tarjan's,1,32768,8,6.6874,128293
Brown and Tarjan's,1,32768,9,6.1995,128313
Brown and Tarjan's,1,32768,10,6.2983,128289
Brown and Tarjan's,1,32768,11,6.359,128302
Brown and Tarjan's,1,32768,12,6.2807,128040
Brown and Tarjan's,1,32768,13,6.2686,128242
Brown and Tarjan's,1,32768,14,7.7428,128240
Brown and Tarjan's,1,32768,15,6.2422,128267
Brown and Tarjan's,1,32768,16,6.4509,128189
Brown and Tarjan's,1,32768,17,6.5967,128296
Brown and Tarjan's,1,32768,18,6.4006,128173
Brown and Tarjan's,1,32768,19,6.3251,128385
Brown and Tarjan's,1,32768,20,6.6017,128208
Brown and Tarjan's,1,65536,1,15.659,256532
Brown and Tarjan's,1,65536,2,19.8497,256532
Brown and Tarjan's,1,65536,3,13.3232,256456
Brown and Tarjan's,1,65536,4,12.9663,256338
Brown and Tarjan's,1,65536,5,13.4944,256395
Brown and Tarjan's,1,65536,6,16.4034,256469
Brown and Tarjan's,1,65536,7,15.4989,256480
Brown and Tarjan's,1,65536,8,16.7445,256487
Brown and Tarjan's,1,65536,9,16.3565,256400
Brown and Tarjan's,1,65536,10,16.0256,256201
Brown and Tarjan's,1,65536,11,15.2224,256431
Brown and Tarjan's,1,65536,12,15.0506,256552
Brown and Tarjan's,1,65536,13,16.0585,256300
Brown and Tarjan's,1,65536,14,15.9826,256615
Brown and Tarjan's,1,65536,15,15.2343,256259
Brown and Tarjan's,1,65536,16,14.9584,256380
Brown and Tarjan's,1,65536,17,14.8544,256481
Brown and Tarjan's,1,65536,18,16.4034,256692
Brown and Tarjan's,1,65536,19,16.1012,256534
Brown and Tarjan's,1,65536,20,15.7503,256310
Brown and Tarjan's,1,131072,1,30.9738,512876
Brown and Tarjan's,1,131072,2,32.1146,512884
Brown and Tarjan's,1,131072,3,31.2595,512598
Brown and Tarjan's,1,131072,4,33.3345,512640
Brown and Tarjan's,1,131072,5,32.2087,512700
Brown and Tarjan's,1,131072,6,27.5739,512693
Brown and Tarjan's,1,131072,7,27.8317,512641
Brown and Tarjan's,1,131072,8,30.446,513113
Brown and Tarjan's,1,131072,9,28.2238,512776
Brown and Tarjan's,1,131072,10,31.6791,512808
Brown and Tarjan's,1,131072,11,28.6558,513056
Brown and Tarjan's,1,131072,12,26.8002,512549
Brown and Tarjan's,1,131072,13,27.7517,512810
Brown and Tarjan's,1,131072,14,27.4417,513182
Brown and Tarjan's,1,131072,15,27.617,513161
Brown and Tarjan's,1,131072,16,27.4468,513104
Brown and Tarjan's,1,131072,17,27.9297,512879
Brown and Tarjan's,1,131072,18,28.3769,513240
Brown and Tarjan's,1,131072,19,29.4349,512775
Brown and Tarjan's,1,131072,20,34.4539,512583
Brown and Tarjan's,1,262144,1,57.6567,1025787
Brown and Tarjan's,1,262144,2,59.071,1026051
Brown and Tarjan's,1,262144,3,57.158,1026149
Brown and Tarjan's,1,262144,4,67.5571,1025563
Brown and Tarjan's,1,262144,5,57.518,1025554
Brown and Tarjan's,1,262144,6,58.8053,1025869
Brown and Tarjan's,1,262144,7,64.1552,1025829
Brown and Tarjan's,1,262144,8,59.2121,1025458
Brown and Tarjan's,1,262144,9,61.0453,1025590
Brown and Tarjan's,1,262144,10,65.0729,1025806
Brown and Tarjan's,1,262144,11,57.22,1025615
Brown and Tarjan's,1,262144,12,67.5568,1025777
Brown and Tarjan's,1,262144,13,58.5209,1025887
Brown and Tarjan's,1,262144,14,65.6329,1025680
Brown and Tarjan's,1,262144,15,60.4631,1025718
Brown and Tarjan's,1,262144,16,65.5124,1026118
Brown and Tarjan's,1,262144,17,56.5813,1025416
Brown and Tarjan's,1,262144,18,59.4775,1026028
Brown and Tarjan's,1,262144,19,55.9514,1025970
Brown and Tarjan's,1,262144,20,57.2539,1026085
Brown and Tarjan's,1,524288,1,113.98,2051427
Brown and Tarjan's,1,524288,2,128.163,2051625
Brown and Tarjan's,1,524288,3,115.282,2051545
Brown and Tarjan's,1,524288,4,139.241,2051301
Brown and Tarjan's,1,524288,5,113.951,2051048
Brown and Tarjan's,1,524288,6,122.597,2052211
Brown and Tarjan's,1,524288,7,112.946,2052027
Brown and Tarjan's,1,524288,8,121.349,2051363
Brown and Tarjan's,1,524288,9,120.911,2051871
Brown and Tarjan's,1,524288,10,122.912,2051730
Brown and Tarjan's,1,524288,11,137.117,2051667
Brown and Tarjan's,1,524288,12,134.364,2052147
Brown and Tarjan's,1,524288,13,122.882,2051949
Brown and Tarjan's,1,524288,14,114.566,2051781
Brown and Tarjan's,1,524288,15,118.421,2051936
Brown and Tarjan's,1,524288,16,120.479,2051867
Brown and Tarjan's,1,524288,17,115.86,2051976
Brown and Tarjan's,1,524288,18,119.597,2051583
Brown and Tarjan's,1,524288,19,114.849,2051355
Brown and Tarjan's,1,524288,20,126.813,2051440
Brown and Tarjan's,1,1048576,1,235.086,4103376
Brown and Tarjan's,1,1048576,2,257.393,4103031
Brown and Tarjan's,1,1048576,3,245.138,4103175
Brown and Tarjan's,1,1048576,4,244.609,4103932
Brown and Tarjan's,1,1048576,5,260.948,4102931
Brown and Tarjan's,1,1048576,6,259.194,4103088
Brown and Tarjan's,1,1048576,7,239.678,4102781
Brown and Tarjan's,1,1048576,8,228.635,4103087
Brown and Tarjan's,1,1048576,9,228.475,4103715
Brown and Tarjan's,1,1048576,10,247.192,4101904
Brown and Tarjan's,1,1048576,11,234.864,4102912
Brown and Tarjan's,1,1048576,12,245.343,4102961
Brown and Tarjan's,1,1048576,13,250.564,4102396
Brown and Tarjan's,1,1048576,14,250.378,4103080
Brown and Tarjan's,1,1048576,15,231.521,4102541
Brown and Tarjan's,1,1048576,16,232.836,4103261
Brown and Tarjan's,1,1048576,17,235.095,4103089
Brown and Tarjan's,1,1048576,18,247.737,4103030
Brown and Tarjan's,1,1048576,19,254.577,4102800
Brown and Tarjan's,1,1048576,20,233.9,4102793
Brown and Tarjan's,8,4096,1,0.3048,3497
Brown and Tarjan's,8,4096,2,0.2124,3496
Brown and Tarjan's,8,4096,3,0.1518,3456
Brown and Tarjan's,8,4096,4,0.1473,3489
Brown and Tarjan's,8,4096,5,0.148,3464
Brown and Tarjan's,8,4096,6,0.1462,3494
Brown and Tarjan's,8,4096,7,0.1523,3471
Brown and Tarjan's,8,4096,8,0.1509,3539
Brown and Tarjan's,8,4096,9,0.1571,3564
Brown and Tarjan's,8,4096,10,0.1482,3471
Brown and Tarjan's,8,4096,11,0.15,3525
Brown and Tarjan's,8,4096,12,0.1433,3410
Brown and Tarjan's,8,4096,13,0.1452,3488
Brown and Tarjan's,8,4096,14,0.1455,3437
Brown and Tarjan's,8,4096,15,0.1525,3474
Brown and Tarjan's,8,4096,16,0.1483,3554
Brown and Tarjan's,8,4096,17,0.1485,3480
Brown and Tarjan's,8,4096,18,0.3609,3526
Brown and Tarjan's,8,4096,19,0.1594,3478
Brown and Tarjan's,8,4096,20,0.1513,3505
Brown and Tarjan's,8,8192,1,0.2942,6911
Brown and Tarjan's,8,8192,2,0.4336,6941
Brown and Tarjan's,8,8192,3,0.2904,6969
Brown and Tarjan's,8,8192,4,0.2968,6964
Brown and Tarjan's,8,8192,5,0.3105,7059
Brown and Tarjan's,8,8192,6,0.2951,6961
Brown and Tarjan's,8,8192,7,0.2907,7035
Brown and Tarjan's,8,8192,8,0.421,7027
Brown and Tarjan's,8,8192,9,0.3212,7026
Brown and Tarjan's,8,8192,10,0.3049,6910
Brown and Tarjan's,8,8192,11,0.3012,6873
Brown and Tarjan's,8,8192,12,0.319,7095
Brown and Tarjan's,8,8192,13,0.3016,7067
Brown and Tarjan's,8,8192,14,0.3102,7022
Brown and Tarjan's,8,8192,15,0.3073,6996
Brown and Tarjan's,8,8192,16,0.3028,7015
Brown and Tarjan's,8,8192,17,0.301,7035
Brown and Tarjan's,8,8192,18,0.3275,7019
Brown and Tarjan's,8,8192,19,0.3236,6976
Brown and Tarjan's,8,8192,20,0.382,7078
Brown and Tarjan's,8,16384,1,0.5843,14099
Brown and Tarjan's,8,16384,2,0.5721,13971
Brown and Tarjan's,8,16384,3,0.6248,13974
Brown and Tarjan's,8,16384,4,0.6492,13908
Brown and Tarjan's,8,16384,5,0.6894,14054
Brown and Tarjan's,8,16384,6,0.6819,14015
Brown and Tarjan's,8,16384,7,0.6464,13998
Brown and Tarjan's,8,16384,8,0.6225,13992
Brown and Tarjan's,8,16384,9,0.6895,13860
Brown and Tarjan's,8,16384,10,0.5789,14064
Brown and Tarjan's,8,16384,11,0.576,13885
Brown and Tarjan's,8,16384,12,0.6115,13990
Brown and Tarjan's,8,16384,13,0.8674,13896
Brown and Tarjan's,8,16384,14,0.562,13948
Brown and Tarjan's,8,16384,15,0.671,14044
Brown and Tarjan's,8,16384,16,1.1619,13970
Brown and Tarjan's,8,16384,17,0.9193,14028
Brown and Tarjan's,8,16384,18,0.6279,13952
Brown and Tarjan's,8,16384,19,0.6236,14013
Brown and Tarjan's,8,16384,20,0.8152,13949
Brown and Tarjan's,8,32768,1,1.7532,28048
Brown and Tarjan's,8,32768,2,2.0523,28241
Brown and Tarjan's,8,32768,3,1.6307,27850
Brown and Tarjan's,8,32768,4,1.2739,27934
Brown and Tarjan's,8,32768,5,1.2559,27932
Brown and Tarjan's,8,32768,6,1.3066,27993
Brown and Tarjan's,8,32768,7,1.2026,27953
Brown and Tarjan's,8,32768,8,1.2219,28009
Brown and Tarjan's,8,32768,9,1.1748,27978
Brown and Tarjan's,8,32768,10,1.4079,27863
Brown and Tarjan's,8,32768,11,1.3379,27940
Brown and Tarjan's,8,32768,12,1.6235,27916
Brown and Tarjan's,8,32768,13,1.2409,28083
Brown and Tarjan's,8,32768,14,1.2805,27869
Brown and Tarjan's,8,32768,15,1.3499,27860
Brown and Tarjan's,8,32768,16,1.1773,28020
Brown and Tarjan's,8,32768,17,1.3589,27955
Brown and Tarjan's,8,32768,18,1.1863,28016
Brown and Tarjan's,8,32768,19,1.3007,27942
Brown and Tarjan's,8,32768,20,2.2943,28133
Brown and Tarjan's,8,65536,1,2.8694,55780
Brown and Tarjan's,8,65536,2,2.7124,56117
Brown and Tarjan's,8,65536,3,2.5775,56149
Brown and Tarjan's,8,65536,4,2.6563,56037
Brown and Tarjan's,8,65536,5,2.7485,55902
Brown and Tarjan's,8,65536,6,2.7489,56150
Brown and Tarjan's,8,65536,7,2.891,56035
Brown and Tarjan's,8,65536,8,2.7537,56158
Brown and Tarjan's,8,65536,9,2.9786,56006
Brown and Tarjan's,8,65536,10,2.41,56275
Brown and Tarjan's,8,65536,11,3.3559,56007
Brown and Tarjan's,8,65536,12,2.9267,55930
Brown and Tarjan's,8,65536,13,2.9969,55868
Brown and Tarjan's,8,65536,14,2.4738,55839
Brown and Tarjan's,8,65536,15,2.7194,55958
Brown and Tarjan's,8,65536,16,2.7746,56126
Brown and Tarjan's,8,65536,17,2.7469,55973
Brown and Tarjan's,8,65536,18,2.3412,55959
Brown and Tarjan's,8,65536,19,2.5712,56297
Brown and Tarjan's,8,65536,20,2.3204,55888
Brown and Tarjan's,8,131072,1,6.147,111712
Brown and Tarjan's,8,131072,2,5.7124,112285
Brown and Tarjan's,8,131072,3,6.4099,112128
Brown and Tarjan's,8,131072,4,9.1456,112124
Brown and Tarjan's,8,131072,5,6.745,111961
Brown and Tarjan's,8,131072,6,6.5155,111723
Brown and Tarjan's,8,131072,7,7.5877,112297
Brown and Tarjan's,8,131072,8,7.1432,111734
Brown and Tarjan's,8,131072,9,7.1002,112076
Brown and Tarjan's,8,131072,10,6.9553,112093
Brown and Tarjan's,8,131072,11,7.6771,112018
Brown and Tarjan's,8,131072,12,7.0851,112417
Brown and Tarjan's,8,131072,13,6.6364,112150
Brown and Tarjan's,8,131072,14,6.7585,112060
Brown and Tarjan's,8,131072,15,7.1119,112025
Brown and Tarjan's,8,131072,16,7.0965,112183
Brown and Tarjan's,8,131072,17,7.1771,112109
Brown and Tarjan's,8,131072,18,6.857,111971
Brown and Tarjan's,8,131072,19,7.0216,111790
Brown and Tarjan's,8,131072,20,7.0238,111551
Brown and Tarjan's,8,262144,1,13.3744,224370
Brown and Tarjan's,8,262144,2,12.98,224384
Brown and Tarjan's,8,262144,3,13.7359,224514
Brown and Tarjan's,8,262144,4,12.6477,224376
Brown and Tarjan's,8,262144,5,11.2747,223728
Brown and Tarjan's,8,262144,6,12.8622,224321
Brown and Tarjan's,8,262144,7,11.7074,223851
Brown and Tarjan's,8,262144,8,10.7745,223970
Brown and Tarjan's,8,262144,9,12.089,223773
Brown and Tarjan's,8,262144,10,12.2405,224054
Brown and Tarjan's,8,262144,11,12.3998,223728
Brown and Tarjan's,8,262144,12,12.0287,224065
Brown and Tarjan's,8,262144,13,12.4757,223620
Brown and Tarjan's,8,262144,14,12.0658,223996
Brown and Tarjan's,8,262144,15,11.8223,223864
Brown and Tarjan's,8,262144,16,12.2125,224439
Brown and Tarjan's,8,262144,17,12.3067,224367
Brown and Tarjan's,8,262144,18,12.2907,224361
Brown and Tarjan's,8,262144,19,15.0869,223805
Brown and Tarjan's,8,262144,20,12.2225,224086
Brown and Tarjan's,8,524288,1,29.4174,447906
Brown and Tarjan's,8,524288,2,25.8593,448046
Brown and Tarjan's,8,524288,3,26.8095,447998
Brown and Tarjan's,8,524288,4,28.1936,449187
Brown and Tarjan's,8,524288,5,27.9794,448041
Brown and Tarjan's,8,524288,6,25.6885,448260
Brown and Tarjan's,8,524288,7,24.9486,448063
Brown and Tarjan's,8,524288,8,26.491,447778
Brown and Tarjan's,8,524288,9,25.6445,447712
Brown and Tarjan's,8,524288,10,24.1601,448400
Brown and Tarjan's,8,524288,11,24.5709,449023
Brown and Tarjan's,8,524288,12,27.0151,448587
Brown and Tarjan's,8,524288,13,25.2921,448578
Brown and Tarjan's,8,524288,14,24.8445,448198
Brown and Tarjan's,8,524288,15,29.3062,447714
Brown and Tarjan's,8,524288,16,24.9757,448687
Brown and Tarjan's,8,524288,17,26.1966,448145
Brown and Tarjan's,8,524288,18,27.5317,447844
Brown and Tarjan's,8,524288,19,26.1916,448265
Brown and Tarjan's,8,524288,20,26.3612,448252
Brown and Tarjan's,8,1048576,1,52.9076,895619
Brown and Tarjan's,8,1048576,2,52.5171,896322
Brown and Tarjan's,8,1048576,3,60.3052,896615
Brown and Tarjan's,8,1048576,4,55.973,896614
Brown and Tarjan's,8,1048576,5,59.1632,897463
Brown and Tarjan's,8,1048576,6,49.5269,896266
Brown and Tarjan's,8,1048576,7,48.8421,895852
Brown and Tarjan's,8,1048576,8,51.3254,896392
Brown and Tarjan's,8,1048576,9,50.5117,895476
Brown and Tarjan's,8,1048576,10,51.2646,896744
Brown and Tarjan's,8,1048576,11,55.8177,896939
Brown and Tarjan's,8,1048576,12,54.1944,897265
Brown and Tarjan's,8,1048576,13,51.4739,896322
Brown and Tarjan's,8,1048576,14,49.3735,897162
Brown and Tarjan's,8,1048576,15,51.2279,896367
Brown and Tarjan's,8,1048576,16,48.7855,895495
Brown and Tarjan's,8,1048576,17,56.607,897267
Brown and Tarjan's,8,1048576,18,51.3076,896298
Brown and Tarjan's,8,1048576,19,49.1369,895941
Brown and Tarjan's,8,1048576,20,49.7182,896817
Brown and Tarjan's,64,4096,1,0.0336,687
Brown and Tarjan's,64,4096,2,0.0291,690
Brown and Tarjan's,64,4096,3,0.0296,702
Brown and Tarjan's,64,4096,4,0.0296,700
Brown and Tarjan's,64,4096,5,0.0284,671
Brown and Tarjan's,64,4096,6,0.0297,706
Brown and Tarjan's,64,4096,7,0.0294,704
Brown and Tarjan's,64,4096,8,0.0287,702
Brown and Tarjan's,64,4096,9,0.029,699
Brown and Tarjan's,64,4096,10,0.03,693
Brown and Tarjan's,64,4096,11,0.0291,715
Brown and Tarjan's,64,4096,12,0.0307,711
Brown and Tarjan's,64,4096,13,0.0297,701
Brown and Tarjan's,64,4096,14,0.0285,697
Brown and Tarjan's,64,4096,15,0.0316,681
Brown and Tarjan's,64,4096,16,0.029,704
Brown and Tarjan's,64,4096,17,0.0306,707
Brown and Tarjan's,64,4096,18,0.0298,708
Brown and Tarjan's,64,4096,19,0.0289,706
Brown and Tarjan's,64,4096,20,0.0286,703
Brown and Tarjan's,64,8192,1,0.2139,1451
Brown and Tarjan's,64,8192,2,0.0582,1396
Brown and Tarjan's,64,8192,3,0.0547,1462
Brown and Tarjan's,64,8192,4,0.0525,1430
Brown and Tarjan's,64,8192,5,0.062,1415
Brown and Tarjan's,64,8192,6,0.0671,1458
Brown and Tarjan's,64,8192,7,0.1009,1437
Brown and Tarjan's,64,8192,8,0.0841,1412
Brown and Tarjan's,64,8192,9,0.0841,1416
Brown and Tarjan's,64,8192,10,0.0835,1396
Brown and Tarjan's,64,8192,11,0.0538,1382
Brown and Tarjan's,64,8192,12,0.1314,1423
Brown and Tarjan's,64,8192,13,0.0887,1389
Brown and Tarjan's,64,8192,14,0.0819,1385
Brown and Tarjan's,64,8192,15,0.1269,1422
Brown and Tarjan's,64,8192,16,0.0975,1394
Brown and Tarjan's,64,8192,17,0.057,1400
Brown and Tarjan's,64,8192,18,0.0558,1402
Brown and Tarjan's,64,8192,19,0.0579,1398
Brown and Tarjan's,64,8192,20,0.06,1455
Brown and Tarjan's,64,16384,1,0.1237,2837
Brown and Tarjan's,64,16384,2,0.1548,2861
Brown and Tarjan's,64,16384,3,0.1151,2914
Brown and Tarjan's,64,16384,4,0.1209,2864
Brown and Tarjan's,64,16384,5,0.1299,2810
Brown and Tarjan's,64,16384,6,0.1122,2800
Brown and Tarjan's,64,16384,7,0.1165,2846
Brown and Tarjan's,64,16384,8,0.1456,2878
Brown and Tarjan's,64,16384,9,0.1124,2820
Brown and Tarjan's,64,16384,10,0.2176,2825
Brown and Tarjan's,64,16384,11,0.1174,2870
Brown and Tarjan's,64,16384,12,0.1138,2756
Brown and Tarjan's,64,16384,13,0.111,2882
Brown and Tarjan's,64,16384,14,0.1669,2786
Brown and Tarjan's,64,16384,15,0.1096,2857
Brown and Tarjan's,64,16384,16,0.1101,2825
Brown and Tarjan's,64,16384,17,0.1852,2776
Brown and Tarjan's,64,16384,18,0.112,2775
Brown and Tarjan's,64,16384,19,0.1239,2844
Brown and Tarjan's,64,16384,20,0.1552,2777
Brown and Tarjan's,64,32768,1,0.2568,5680
Brown and Tarjan's,64,32768,2,0.3604,5685
Brown and Tarjan's,64,32768,3,0.2387,5687
Brown and Tarjan's,64,32768,4,0.2501,5716
Brown and Tarjan's,64,32768,5,0.2556,5694
Brown and Tarjan's,64,32768,6,0.2535,5665
Brown and Tarjan's,64,32768,7,0.2882,5638
Brown and Tarjan's,64,32768,8,0.2583,5741
Brown and Tarjan's,64,32768,9,0.2714,5645
Brown and Tarjan's,64,32768,10,0.2936,5694
Brown and Tarjan's,64,32768,11,0.2637,5698
Brown and Tarjan's,64,32768,12,0.242,5780
Brown and Tarjan's,64,32768,13,0.2524,5732
Brown and Tarjan's,64,32768,14,0.2593,5675
Brown and Tarjan's,64,32768,15,0.2529,5658
Brown and Tarjan's,64,32768,16,0.3394,5697
Brown and Tarjan's,64,32768,17,0.2669,5710
Brown and Tarjan's,64,32768,18,0.2565,5597
Brown and Tarjan's,64,32768,19,0.2496,5661
Brown and Tarjan's,64,32768,20,0.2752,5701
Brown and Tarjan's,64,65536,1,0.604,11393
Brown and Tarjan's,64,65536,2,0.5952,11384
Brown and Tarjan's,64,65536,3,0.6806,11479
Brown and Tarjan's,64,65536,4,0.6143,11412
Brown and Tarjan's,64,65536,5,0.6911,11331
Brown and Tarjan's,64,65536,6,0.6069,11273
Brown and Tarjan's,64,65536,7,0.5891,11302
Brown and Tarjan's,64,65536,8,0.7367,11349
Brown and Tarjan's,64,65536,9,0.6187,11368
Brown and Tarjan's,64,65536,10,0.7246,11425
Brown and Tarjan's,64,65536,11,0.6927,11502
Brown and Tarjan's,64,65536,12,0.6298,11375
Brown and Tarjan's,64,65536,13,0.5945,11389
Brown and Tarjan's,64,65536,14,0.5287,11464
Brown and Tarjan's,64,65536,15,0.4834,11453
Brown and Tarjan's,64,65536,16,0.6136,11375
Brown and Tarjan's,64,65536,17,0.7689,11409
Brown and Tarjan's,64,65536,18,0.6252,11378
Brown and Tarjan's,64,65536,19,0.6138,11369
Brown and Tarjan's,64,65536,20,0.8943,11217
Brown and Tarjan's,64,131072,1,1.6228,22823
Brown and Tarjan's,64,131072,2,1.4318,22695
Brown and Tarjan's,64,131072,3,1.669,22797
Brown and Tarjan's,64,131072,4,2.0546,22938
Brown and Tarjan's,64,131072,5,1.6321,22864
Brown and Tarjan's,64,131072,6,1.7519,22701
Brown and Tarjan's,64,131072,7,1.7104,22688
Brown and Tarjan's,64,131072,8,1.9043,22978
Brown and Tarjan's,64,131072,9,1.841,22704
Brown and Tarjan's,64,131072,10,1.7981,22900
Brown and Tarjan's,64,131072,11,1.4322,22708
Brown and Tarjan's,64,131072,12,1.4038,22786
Brown and Tarjan's,64,131072,13,0.9482,22913
Brown and Tarjan's,64,131072,14,0.9745,22860
Brown and Tarjan's,64,131072,15,1.4419,22694
Brown and Tarjan's,64,131072,16,1.0844,22822
Brown and Tarjan's,64,131072,17,0.9617,22964
Brown and Tarjan's,64,131072,18,1.4924,22864
Brown and Tarjan's,64,131072,19,1.2195,22807
Brown and Tarjan's,64,131072,20,1.0068,22703
Brown and Tarjan's,64,262144,1,3.5658,45665
Brown and Tarjan's,64,262144,2,3.1017,45796
Brown and Tarjan's,64,262144,3,3.0093,45866
Brown and Tarjan's,64,262144,4,3.131,45835
Brown and Tarjan's,64,262144,5,3.0994,45726
Brown and Tarjan's,64,262144,6,3.3434,45483
Brown and Tarjan's,64,262144,7,3.0393,45756
Brown and Tarjan's,64,262144,8,3.2037,45855
Brown and Tarjan's,64,262144,9,3.0526,45295
Brown and Tarjan's,64,262144,10,3.3248,45541
Brown and Tarjan's,64,262144,11,5.4605,45409
Brown and Tarjan's,64,262144,12,3.884,45674
Brown and Tarjan's,64,262144,13,3.7024,45664
Brown and Tarjan's,64,262144,14,3.9484,45574
Brown and Tarjan's,64,262144,15,3.5965,45862
Brown and Tarjan's,64,262144,16,3.1138,45718
Brown and Tarjan's,64,262144,17,3.7828,45572
Brown and Tarjan's,64,262144,18,3.8069,45829
Brown and Tarjan's,64,262144,19,3.6504,45779
Brown and Tarjan's,64,262144,20,3.5642,45606
Brown and Tarjan's,64,524288,1,7.2383,91690
Brown and Tarjan's,64,524288,2,7.3025,91447
Brown and Tarjan's,64,524288,3,6.3859,91529
Brown and Tarjan's,64,524288,4,6.5143,91250
Brown and Tarjan's,64,524288,5,6.7123,91752
Brown and Tarjan's,64,524288,6,7.5402,91192
Brown and Tarjan's,64,524288,7,7.4576,91645
Brown and Tarjan's,64,524288,8,8.0118,90984
Brown and Tarjan's,64,524288,9,8.0321,91085
Brown and Tarjan's,64,524288,10,7.2656,91750
Brown and Tarjan's,64,524288,11,6.6902,91257
Brown and Tarjan's,64,524288,12,6.9488,91382
Brown and Tarjan's,64,524288,13,7.3061,91131
Brown and Tarjan's,64,524288,14,7.976,91321
Brown and Tarjan's,64,524288,15,6.9147,91688
Brown and Tarjan's,64,524288,16,7.4964,91337
Brown and Tarjan's,64,524288,17,7.3628,91360
Brown and Tarjan's,64,524288,18,7.1869,91024
Brown and Tarjan's,64,524288,19,7.7444,91440
Brown and Tarjan's,64,524288,20,7.5761,91398
Brown and Tarjan's,64,1048576,1,14.9296,181952
Brown and Tarjan's,64,1048576,2,15.1868,182774
Brown and Tarjan's,64,1048576,3,14.8283,182601
Brown and Tarjan's,64,1048576,4,14.6365,182893
Brown and Tarjan's,64,1048576,5,13.7841,182968
Brown and Tarjan's,64,1048576,6,14.4737,182779
Brown and Tarjan's,64,1048576,7,13.7623,182599
Brown and Tarjan's,64,1048576,8,14.3736,183027
Brown and Tarjan's,64,1048576,9,15.1409,183035
Brown and Tarjan's,64,1048576,10,14.2891,183062
Brown and Tarjan's,64,1048576,11,14.928,183021
Brown and Tarjan's,64,1048576,12,14.7583,182769
Brown and Tarjan's,64,1048576,13,14.6167,182815
Brown and Tarjan's,64,1048576,14,14.3984,182708
Brown and Tarjan's,64,1048576,15,14.6024,182813
Brown and Tarjan's,64,1048576,16,14.2699,182495
Brown and Tarjan's,64,1048576,17,14.8428,182639
Brown and Tarjan's,64,1048576,18,14.6347,182754
Brown and Tarjan's,64,1048576,19,13.9957,182830
Brown and Tarjan's,64,1048576,20,16.0667,183054
Brown and Tarjan's,512,4096,1,0.0106,120
Brown and Tarjan's,512,4096,2,0.0077,117
Brown and Tarjan's,512,4096,3,0.0076,119
Brown and Tarjan's,512,4096,4,0.0067,113
Brown and Tarjan's,512,4096,5,0.0079,121
Brown and Tarjan's,512,4096,6,0.0102,116
Brown and Tarjan's,512,4096,7,0.0079,118
Brown and Tarjan's,512,4096,8,0.0072,119
Brown and Tarjan's,512,4096,9,0.0092,112
Brown and Tarjan's,512,4096,10,0.0066,121
Brown and Tarjan's,512,4096,11,0.0064,112
Brown and Tarjan's,512,4096,12,0.0091,112
Brown and Tarjan's,512,4096,13,0.0085,119
Brown and Tarjan's,512,4096,14,0.0074,122
Brown and Tarjan's,512,4096,15,0.007,128
Brown and Tarjan's,512,4096,16,0.0066,108
Brown and Tarjan's,512,4096,17,0.007,127
Brown and Tarjan's,512,4096,18,0.0068,111
Brown and Tarjan's,512,4096,19,0.007,113
Brown and Tarjan's,512,4096,20,0.0065,114
Brown and Tarjan's,512,8192,1,0.0163,254
Brown and Tarjan's,512,8192,2,0.0122,233
Brown and Tarjan's,512,8192,3,0.0129,229
Brown and Tarjan's,512,8192,4,0.0145,245
Brown and Tarjan's,512,8192,5,0.0121,235
Brown and Tarjan's,512,8192,6,0.0129,234
Brown and Tarjan's,512,8192,7,0.0136,237
Brown and Tarjan's,512,8192,8,0.0126,243
Brown and Tarjan's,512,8192,9,0.0133,244
Brown and Tarjan's,512,8192,10,0.0152,245
Brown and Tarjan's,512,8192,11,0.0166,231
Brown and Tarjan's,512,8192,12,0.0183,229
Brown and Tarjan's,512,8192,13,0.0152,251
Brown and Tarjan's,512,8192,14,0.0139,241
Brown and Tarjan's,512,8192,15,0.0143,238
Brown and Tarjan's,512,8192,16,0.0153,244
Brown and Tarjan's,512,8192,17,0.0138,250
